,กำหนดส่ง,แผ่นหน้า,ลอน C,แผ่นกลาง,ลอน B,แผ่นหลัง,จน.ชั้น,กว้างผลิต,ยาวผลิต,ทับส้นซ้าย,ทับเส้นกลาง,ทับเส้นขวา,เลขที่ใบสั่งขาย,ชนิดส่วนประกอบ,จำนวนสั่งขาย,จำนวนสั่งผลิต,ประเภททับเส้น,สถานะใบสั่ง,% ที่เกิน
27671,2024-06-21,KS161,CM127,CME100,CM127,KB120,5,21.811,54.4882,129,296,129,12181183635,E,500,600,N,Y,20
27672,2024-06-21,KS161,CM127,CME100,CM127,KB120,5,21.811,54.4882,129,296,129,12181183636,E,1000,1200,N,Y,20
27673,2024-06-21,KS161,CM127,CME100,CM127,KB120,5,23.6614,52.9921,116,369,116,12181183637,E,500,600,N,Y,20
27674,2024-06-21,KS161,CM127,CME100,CM127,KB120,5,23.9764,54.4882,129,351,129,12181183634,E,5100,5350,N,Y,5
27675,2024-06-21,KS161,CM127,CME100,CM127,KB120,5,25.748,57.7165,145,364,145,12181183639,E,500,600,N,Y,20
27676,2024-06-21,KS161,CM147,0,0,KB160,3,17.9921,52.5197,122,213,122,12181183248,E,1660,1820,X,Y,10
27677,2024-06-21,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181183252,E,1140,1250,N,Y,10
27678,2024-06-21,KS161,CM147,CM127,CM127,CM147,5,19.9606,57.0079,133,241,133,12181183543,A,4680,4910,N,A,5
27679,2024-06-21,KS161,CM147,CM147,CM147,KB160,5,23.0315,54.3307,125,335,125,12181183328,A,8400,8820,N,Y,5
27680,2024-06-21,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183150,E,1930,2120,N,Y,10
27681,2024-06-21,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183158,E,3990,4190,N,Y,5
27682,2024-06-21,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183226,E,6050,6350,N,Y,5
27683,2024-06-21,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183459,E,3620,3800,N,Y,5
27684,2024-06-21,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181183202,A,1470,1610,N,Y,10
27685,2024-06-21,KS231,0,0,CM127,KB160,3,30.4724,33.4252,774,0,0,12181183481,G,305,360,Y,Y,20
27686,2024-06-21,KS231,CM112,CM112,CM112,KB160,5,18.8189,51.1811,120,238,120,12181182524,A,1320,1450,N,Y,10
27687,2024-06-21,KS231,CM127,0,0,KB160,3,17.8346,47.3228,122,209,122,12181183631,E,2100,2200,N,Y,5
27688,2024-06-21,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181183095,A,1880,2060,N,Y,10
27689,2024-06-21,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181183124,A,760,830,N,Y,10
27690,2024-06-21,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181183094,A,720,790,W,Y,10
27691,2024-06-21,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181183103,A,800,880,W,Y,10
27692,2024-06-21,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181183125,A,720,790,X,Y,10
27693,2024-06-21,KS231,CM127,0,0,KB160,3,21.8898,51.9291,112,332,112,12181183149,A,1340,1470,N,Y,10
27694,2024-06-21,KS231,CM127,0,0,KB160,3,23.3465,55.2362,593,0,0,12181183557,G,1180,1290,Y,Y,10
27695,2024-06-21,KS231,CM127,0,0,KB160,3,23.3465,55.2362,593,0,0,12181183558,G,900,990,Y,Y,10
27696,2024-06-21,KS231,CM127,0,0,KB160,3,23.3465,55.2362,593,0,0,12181183560,G,740,810,Y,Y,10
27697,2024-06-21,KS231,CM127,0,0,KB230,3,5.3543,0.0,136,0,0,12181183531,U,1950,2340,Y,A,20
27698,2024-06-21,KS231,CM127,0,0,KB230,3,10.9055,31.8504,78,121,78,12181183457,A,1750,2100,N,Y,20
27699,2024-06-21,KS231,CM127,0,0,KB230,3,15.1181,37.126,78,228,78,12181183436,A,1100,1210,N,Y,10
27700,2024-06-21,KS231,CM127,0,0,KB230,3,15.1181,37.126,78,228,78,12181183528,A,1100,1210,N,Y,10
27701,2024-06-21,KS231,CM127,0,0,KB230,3,23.937,47.2047,145,318,145,12181183450,A,1980,2170,N,Y,10
27702,2024-06-21,KS231,CM127,0,0,KB230,3,24.8031,64.1339,160,310,160,12181183489,A,1100,1210,X,Y,10
27703,2024-06-21,KS231,CM127,0,0,KB230,3,32.2441,43.8189,819,0,0,12181183536,G,793,950,Y,Y,20
27704,2024-06-21,KS231,CM127,0,0,KB230,3,34.0945,43.2283,866,0,0,12181183531,G,488,580,Y,Y,20
27705,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,9.5276,31.4961,78,86,78,12181183475,A,3030,3630,N,Y,20
27706,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,9.5276,31.4961,78,86,78,12181183478,A,1000,1200,N,Y,20
27707,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,11.3386,27.4016,69,150,69,12181183441,A,3680,3860,N,Y,5
27708,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,11.3386,27.4016,69,150,69,12181183453,A,3670,3850,X,Y,5
27709,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,12.7165,33.8583,81,161,81,12181182807,E,1240,1360,N,Y,10
27710,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,14.3701,38.7402,105,155,105,12181182818,A,1640,1800,N,Y,10
27711,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,14.5669,35.4331,90,190,90,12181182825,A,1420,1560,N,Y,10
27712,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,15.2362,47.0079,106,175,106,12181183455,A,1670,1830,X,Y,10
27713,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,15.4331,34.1732,81,230,81,12181182808,E,780,850,N,Y,10
27714,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,15.4331,34.1732,81,230,81,12181182811,E,780,850,N,Y,10
27715,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,15.5512,35.8268,80,235,80,12181183033,A,1230,1350,N,Y,10
27716,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,15.5512,35.8268,80,235,80,12181183044,A,1510,1660,N,Y,10
27717,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,15.6693,44.4882,87,224,87,12181182823,A,810,890,N,Y,10
27718,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.3386,53.1496,120,175,120,12181183072,A,1820,2000,N,Y,10
27719,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.3386,53.1496,120,175,120,12181183070,A,1090,1190,X,Y,10
27720,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181183002,A,3450,3620,N,Y,5
27721,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181183068,A,2400,2520,N,Y,5
27722,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181183069,A,2210,2320,N,Y,5
27723,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.6142,42.9134,92,238,92,12181182993,A,1220,1340,N,Y,10
27724,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.6142,42.9134,92,238,92,12181182994,A,2270,2380,N,Y,5
27725,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.6142,42.9134,92,238,92,12181182995,A,2030,2130,N,Y,5
27726,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,16.6142,42.9134,92,238,92,12181182997,A,1170,1280,N,Y,10
27727,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181183003,A,7130,7480,N,Y,5
27728,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181183060,A,7030,7380,N,Y,5
27729,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181183138,A,5410,5680,N,Y,5
27730,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181183521,A,5410,5680,N,Y,5
27731,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181182857,A,1430,1570,X,Y,10
27732,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181183469,A,4920,5160,X,A,5
27733,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,17.9921,41.4961,106,245,106,12181182996,A,1440,1580,N,Y,10
27734,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,18.3071,49.2126,110,245,110,12181183409,A,1570,1720,N,Y,10
27735,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181183024,A,3070,3220,N,Y,5
27736,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181183048,A,1540,1690,N,Y,10
27737,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181183120,A,640,700,N,Y,10
27738,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181183471,A,860,940,N,Y,10
27739,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181183043,A,1060,1160,N,Y,10
27740,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,19.8819,49.6063,132,241,132,12181182847,A,480,520,N,Y,10
27741,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,19.8819,49.6063,132,241,132,12181182848,A,480,520,N,Y,10
27742,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,19.8819,49.7638,133,239,133,12181182843,A,1450,1590,N,A,10
27743,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,20.0394,63.5433,153,203,153,12181182815,A,260,280,N,Y,10
27744,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,20.0394,63.5433,153,203,153,12181182816,A,830,910,N,Y,10
27745,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,20.7087,49.4488,139,248,139,12181183055,A,1260,1380,N,Y,10
27746,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,20.7087,49.4488,139,248,139,12181183440,A,800,880,N,Y,10
27747,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,20.7874,45.2756,99,330,99,12181183341,E,800,880,N,Y,10
27748,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,21.063,51.5748,155,225,155,12181182518,A,200,220,N,Y,10
27749,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,21.5748,58.6614,132,284,132,12181183253,E,1000,1100,N,Y,10
27750,2024-06-21,KS231,CM127,CM127,CM127,KB160,5,21.8504,55.9055,155,245,155,12181183418,A,340,370,N,Y,10
27751,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,2.8346,7.4803,72,0,0,12181183467,R,1320,1450,Y,A,10
27752,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,2.8346,7.4803,72,0,0,12181183480,R,1470,1610,Y,A,10
27753,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,6.2205,0.0,158,0,0,12181183467,U,2640,2770,Y,A,5
27754,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,6.2205,0.0,158,0,0,12181183480,U,2940,3080,Y,A,5
27755,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,16.2598,44.0945,87,239,87,12181183520,A,1630,1790,N,Y,10
27756,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,17.4409,40.1575,96,251,96,12181182798,E,1640,1800,N,Y,10
27757,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,18.1102,43.3071,106,248,106,12181182809,E,500,550,N,Y,10
27758,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,19.0945,49.2126,115,255,115,12181182814,A,650,710,N,Y,10
27759,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,21.2205,45.1969,110,319,110,12181182526,A,280,300,N,Y,10
27760,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,43.3465,31.6142,1101,0,0,12181183467,G,330,360,Y,Y,10
27761,2024-06-21,KS231,CM127,CM127,CM127,KB230,5,43.3465,31.6142,1101,0,0,12181183480,G,368,400,Y,Y,10
27762,2024-06-21,KS231,CM147,0,0,KB230,3,17.7165,53.0709,133,184,133,12181183235,E,1480,1620,N,Y,10
27763,2024-06-21,KS231,CM147,0,0,KB230,3,17.7953,57.5984,125,202,125,12181183146,E,2480,2600,N,Y,5
27764,2024-06-21,KS231,CM197,0,0,KB230,3,12.6378,36.6929,99,123,99,12181183352,A,5000,5250,W,Y,5
27765,2024-06-21,KS231,CM197,0,0,KB230,3,15.9843,57.126,115,176,115,12181183482,A,860,940,N,Y,10
27766,2024-06-21,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181183484,A,200,220,N,Y,10
27767,2024-06-22,CM112,CM127,0,0,CM112,3,32.7953,38.8583,833,0,0,12181183715,X,2000,2200,Y,A,10
27768,2024-06-22,CM112,CM127,0,0,CM112,3,32.7953,38.8583,833,0,0,12181183716,X,4000,4200,Y,A,5
27769,2024-06-22,CM112,CM127,0,0,CM112,3,32.7953,38.8583,833,0,0,12181183723,X,1000,1100,Y,A,10
27770,2024-06-22,CM127,CM127,0,0,CM127,3,10.7087,12.5591,272,0,0,12181183711,T,14000,14280,Y,A,2
27771,2024-06-22,CM127,CM127,CM127,CM127,CM127,5,7.2047,31.3386,183,0,0,12181183665,T,7400,7770,Y,A,5
27772,2024-06-22,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181183702,T,7490,7860,Y,A,5
27773,2024-06-22,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181183694,T,950,1040,Y,Y,10
27774,2024-06-22,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181183696,T,830,910,Y,Y,10
27775,2024-06-22,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181183698,T,500,550,Y,A,10
27776,2024-06-22,CM97,0,0,CM127,CM97,3,0.0,0.0,0,0,0,12181183736,W,5000,5250,Y,A,5
27777,2024-06-22,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181182580,W,1000,1100,Y,A,10
27778,2024-06-22,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181182858,W,670,730,Y,A,10
27779,2024-06-22,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181182859,W,670,730,Y,A,10
27780,2024-06-22,CM97,CM127,0,0,CM97,3,6.3386,0.0,161,0,0,12181184177,U,1420,1560,Y,A,10
27781,2024-06-22,KA125,CM127,0,0,CM127,3,14.7638,41.063,115,145,115,12181183819,A,1000,1100,N,Y,10
27782,2024-06-22,KA125,CM127,0,0,KB120,3,8.2677,26.7717,55,100,55,12181184161,A,1000,1100,N,Y,10
27783,2024-06-22,KA125,CM127,0,0,KB120,3,10.5512,26.2205,57,154,57,12181184160,A,1000,1100,N,Y,10
27784,2024-06-22,KAC125,CM112,CM112,CM112,KB120,5,26.4173,51.2598,158,355,158,12181183684,A,1040,1140,N,Y,10
27785,2024-06-22,KAC125,CM112,CM112,CM112,KB120,5,26.4173,51.2598,158,355,158,12181183686,A,1040,1140,N,Y,10
27786,2024-06-22,KAC125,CM112,CM112,CM112,KB120,5,26.4173,51.2598,158,355,158,12181183687,A,1040,1140,N,Y,10
27787,2024-06-22,KAC125,CM112,CM112,CM112,KB120,5,26.4173,51.2598,158,355,158,12181183689,A,1040,1140,N,Y,10
27788,2024-06-22,KAC225,CM127,0,0,KB160,3,20.4331,47.2047,125,269,125,12181183811,A,2000,2200,N,Y,10
27789,2024-06-22,KAC225,CM197,0,0,KAC185,3,20.4331,47.2047,125,269,125,12181183806,A,10000,10500,N,Y,5
27790,2024-06-22,KAP185,CM147,CM147,CM147,KAP185,5,13.8583,63.0709,352,0,0,12181176448,X,20000,20400,Y,Y,2
27791,2024-06-22,KB120,CM127,0,0,KB120,3,14.685,39.3701,93,187,93,12181183968,A,15000,15300,N,A,2
27792,2024-06-22,KB160,0,0,CM127,KB120,3,22.2441,50.0394,130,305,130,12181183657,A,300,330,X,Y,10
27793,2024-06-22,KB160,CM112,CM127,CM112,KB160,5,25.3937,68.189,192,261,192,12181183916,A,2000,2200,N,Y,10
27794,2024-06-22,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181183304,W,1740,1910,Y,A,10
27795,2024-06-22,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181182827,U,5680,5960,Y,A,5
27796,2024-06-22,KB160,CM127,0,0,KB160,3,9.4488,0.0,240,0,0,12181182854,U,2430,2550,Y,A,5
27797,2024-06-22,KB160,CM127,0,0,KB160,3,9.4488,0.0,240,0,0,12181183305,U,1200,1320,Y,A,10
27798,2024-06-22,KB160,CM127,0,0,KB160,3,9.7638,36.2992,67,114,67,12181183742,A,100,110,N,Y,10
27799,2024-06-22,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181183259,V,760,830,Y,A,10
27800,2024-06-22,KB160,CM127,CM127,CM127,KB160,5,21.7717,54.1732,129,295,129,12181183999,A,7000,7350,N,Y,5
27801,2024-06-22,KB160,CM197,0,0,CM197,3,23.5433,51.811,154,290,154,12181183711,A,7000,7350,N,Y,5
27802,2024-06-22,KB230,0,0,CM147,KB160,3,41.9685,34.6457,1066,0,0,12181183544,G,6500,6820,Y,Y,5
27803,2024-06-22,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181183702,A,7490,7860,N,Y,5
27804,2024-06-22,KB230,CM127,CM127,CM127,KB160,5,19.4488,70.3937,147,200,147,12181183904,E,1000,1100,X,Y,10
27805,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,20.7087,66.378,164,198,164,12181183665,A,7400,7770,N,Y,5
27806,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,21.1811,59.0551,148,242,148,12181183649,A,400,440,N,Y,10
27807,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,21.1811,59.0551,148,242,148,12181183731,A,800,880,N,Y,10
27808,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,21.6929,54.4094,128,295,128,12181183931,A,2000,2200,N,Y,10
27809,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,21.6929,54.4094,128,295,128,12181183993,A,500,550,N,Y,10
27810,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,21.6929,54.4094,128,295,128,12181183994,A,1300,1430,N,Y,10
27811,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,22.2441,57.0866,135,295,135,12181184166,A,16000,16320,N,Y,2
27812,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181183694,A,950,1040,N,Y,10
27813,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181183696,A,830,910,N,Y,10
27814,2024-06-22,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181183698,A,500,550,N,Y,10
27815,2024-06-22,KB230,CM127,CM147,CM147,KB160,5,25.9055,75.9055,221,216,221,12181183909,A,3800,3990,X,Y,5
27816,2024-06-22,KB230,CM127,CM147,CM147,KB160,5,25.9055,75.9055,221,216,221,12181183910,A,1800,1980,X,Y,10
27817,2024-06-22,KB230,CM127,CM147,CM147,KB160,5,25.9055,75.9055,221,216,221,12181183912,A,1200,1320,X,A,10
27818,2024-06-22,KB230,CM147,0,0,CM147,3,7.6772,55.9055,195,0,0,12181183145,V,2480,2600,Y,A,5
27819,2024-06-22,KB230,CM147,0,0,CM147,3,7.6772,55.9055,195,0,0,12181183147,V,20,20,Y,A,10
27820,2024-06-22,KB230,CM147,0,0,CM147,3,7.6772,55.9055,195,0,0,12181183257,V,1320,1450,Y,A,10
27821,2024-06-22,KB230,CM147,CM147,CM147,KB230,5,15.9449,44.0945,110,185,110,12181183733,A,100,110,N,Y,10
27822,2024-06-22,KB230,CM147,CM147,CM147,KB230,5,17.7165,44.4882,117,216,117,12181184173,A,450,490,N,Y,10
27823,2024-06-22,KI128,0,0,CM112,KB120,3,25.0787,50.6693,156,325,156,12181183736,A,5000,5250,N,Y,5
27824,2024-06-22,KI158,CM112,0,0,KB120,3,19.8425,60.0787,158,188,158,12181184004,A,10000,10500,N,Y,5
27825,2024-06-22,KS121,CM127,0,0,CM127,3,29.8819,40.8268,759,0,0,12181183720,G,167,180,Y,Y,10
27826,2024-06-22,KS121,CM127,0,0,CM127,3,32.5197,52.3228,826,0,0,12181183729,G,3000,3150,Y,Y,5
27827,2024-06-22,KS121,CM127,0,0,CM127,3,34.4882,45.0787,876,0,0,12181183715,G,333,360,Y,Y,10
27828,2024-06-22,KS121,CM127,0,0,CM127,3,34.4882,45.0787,876,0,0,12181183716,G,667,730,Y,Y,10
27829,2024-06-22,KS121,CM127,0,0,CM127,3,34.4882,45.0787,876,0,0,12181183723,G,167,180,Y,Y,10
27830,2024-06-22,KS121,CM127,0,0,CM127,3,35.3543,61.7717,898,0,0,12181183645,G,5000,5250,Y,Y,5
27831,2024-06-22,KS121,CM127,0,0,CM127,3,42.5591,35.0,1081,0,0,12181183707,G,250,270,Y,Y,10
27832,2024-06-22,KS121,CM127,0,0,CM127,3,42.7165,38.937,1085,0,0,12181183727,G,250,270,Y,Y,10
27833,2024-06-22,KS121,CM127,0,0,CM127,3,42.7165,38.937,1085,0,0,12181183728,G,1000,1100,Y,Y,10
27834,2024-06-22,KS121,CM127,0,0,KB120,3,15.4331,57.5984,130,132,130,12181183259,E,760,830,N,Y,10
27835,2024-06-22,KS121,CM127,CM127,CM127,KB120,5,22.3622,55.5118,152,264,152,12181183756,E,3000,3150,N,Y,5
27836,2024-06-22,KS121,CM127,CM127,CM127,KB120,5,22.3622,55.5118,152,264,152,12181183757,E,3000,3150,N,Y,5
27837,2024-06-22,KS121,CM127,CM127,CM127,KB120,5,22.3622,55.5118,152,264,152,12181184169,E,2500,2620,N,Y,5
27838,2024-06-22,KS121,CM127,CM127,CM127,KB120,5,22.3622,55.5118,152,264,152,12181184172,E,4500,4720,N,Y,5
27839,2024-06-22,KS161,CM112,0,0,KB160,3,19.7244,50.1575,108,285,108,12181183734,A,100,110,N,Y,10
27840,2024-06-22,KS161,CM112,0,0,KB160,3,19.7244,50.1575,108,285,108,12181183735,A,100,110,N,Y,10
27841,2024-06-22,KS161,CM112,0,0,KB160,3,19.7244,50.1575,108,285,108,12181183737,A,100,110,N,Y,10
27842,2024-06-22,KS161,CM127,0,0,KB160,3,10.0,59.4882,160,94,0,12181183572,B,1340,1600,N,Y,20
27843,2024-06-22,KS161,CM127,0,0,KB160,3,12.5591,29.685,73,173,73,12181184178,A,1000,1100,N,Y,10
27844,2024-06-22,KS161,CM127,0,0,KB160,3,15.4331,53.7402,142,108,142,12181183813,A,1000,1100,N,Y,10
27845,2024-06-22,KS161,CM127,0,0,KB160,3,15.9055,47.0079,116,172,116,12181183809,A,2000,2200,N,Y,10
27846,2024-06-22,KS161,CM127,0,0,KB160,3,16.3386,34.252,84,247,84,12181183655,E,100,110,N,Y,10
27847,2024-06-22,KS161,CM127,0,0,KB160,3,18.4646,39.2913,99,271,99,12181183650,A,100,110,N,Y,10
27848,2024-06-22,KS161,CM127,0,0,KB160,3,18.4646,39.2913,99,271,99,12181183651,A,100,110,N,Y,10
27849,2024-06-22,KS161,CM127,0,0,KB160,3,18.4646,39.2913,99,271,99,12181183653,A,100,110,N,Y,10
27850,2024-06-22,KS161,CM127,0,0,KB160,3,18.4646,39.2913,99,271,99,12181183783,A,100,110,N,Y,10
27851,2024-06-22,KS161,CM127,0,0,KB160,3,18.4646,39.2913,99,271,99,12181183663,A,100,110,W,Y,10
27852,2024-06-22,KS161,CM127,0,0,KB160,3,18.4646,39.2913,99,271,99,12181183666,A,100,110,W,Y,10
27853,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181183163,E,3540,3710,N,Y,5
27854,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181183780,E,100,110,N,Y,10
27855,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181183782,E,200,220,N,Y,10
27856,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,16.3386,33.4646,92,231,92,12181184171,A,500,550,N,Y,10
27857,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,16.3386,40.7087,118,179,118,12181184176,A,500,550,N,Y,10
27858,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,16.4173,31.1024,95,227,95,12181184170,A,80,80,N,Y,10
27859,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,17.9134,59.8425,125,205,125,12181183674,A,100,110,N,A,10
27860,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,20.5906,59.4488,129,265,129,12181183673,E,100,110,N,Y,10
27861,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,21.378,48.0315,139,265,139,12181183992,E,1600,1760,N,Y,10
27862,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,23.0315,54.3307,125,335,125,12181183669,A,100,110,N,Y,10
27863,2024-06-22,KS161,CM127,CM127,CM127,KB160,5,26.378,61.8898,190,290,190,12181183928,A,2000,2200,N,Y,10
27864,2024-06-22,KS161,CM147,0,0,KB120,3,15.9843,35.2362,92,222,92,12181183808,A,2000,2200,N,Y,10
27865,2024-06-22,KS161,CM147,CM147,CM147,KB160,5,23.0315,54.3307,125,335,125,12181183675,A,100,110,N,Y,10
27866,2024-06-22,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183195,E,940,1030,N,Y,10
27867,2024-06-22,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183203,E,2660,2790,N,Y,5
27868,2024-06-22,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183529,E,3620,3800,N,A,5
27869,2024-06-22,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183769,E,200,220,N,Y,10
27870,2024-06-22,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181183551,E,1260,1380,X,Y,10
27871,2024-06-22,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181183777,A,100,110,N,Y,10
27872,2024-06-22,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181183779,A,100,110,N,Y,10
27873,2024-06-22,KS231,CM127,0,0,KB160,3,11.811,31.2205,76,148,76,12181183569,A,3580,4290,X,Y,20
27874,2024-06-22,KS231,CM127,0,0,KB160,3,11.811,31.2205,76,148,76,12181183599,A,1540,1840,X,Y,20
27875,2024-06-22,KS231,CM127,0,0,KB160,3,13.2283,29.1339,58,220,58,12181183592,A,1100,1320,X,Y,20
27876,2024-06-22,KS231,CM127,0,0,KB160,3,13.3071,35.5118,82,174,82,12181183533,A,1160,1390,X,Y,20
27877,2024-06-22,KS231,CM127,0,0,KB160,3,13.3071,35.5118,82,174,82,12181183535,A,2050,2460,X,Y,20
27878,2024-06-22,KS231,CM127,0,0,KB160,3,13.3465,45.9843,88,163,88,12181183593,A,2980,3120,X,Y,5
27879,2024-06-22,KS231,CM127,0,0,KB160,3,13.7008,35.5118,82,184,82,12181183534,A,800,960,X,Y,20
27880,2024-06-22,KS231,CM127,0,0,KB160,3,13.9764,36.2992,67,221,67,12181183659,A,500,550,N,Y,10
