,กำหนดส่ง,แผ่นหน้า,ลอน C,แผ่นกลาง,ลอน B,แผ่นหลัง,จน.ชั้น,กว้างผลิต,ยาวผลิต,ทับส้นซ้าย,ทับเส้นกลาง,ทับเส้นขวา,เลขที่ใบสั่งขาย,ชนิดส่วนประกอบ,จำนวนสั่งขาย,จำนวนสั่งผลิต,ประเภททับเส้น,สถานะใบสั่ง,% ที่เกิน
0,2024-01-02,CM127,CM127,0,0,CM127,3,10.7087,12.5591,272,0,0,12181158980,T,2800,2940,Y,A,5
1,2024-01-02,CM127,CM127,0,0,CM127,3,10.7087,12.5591,272,0,0,12181158984,T,1000,1100,Y,A,10
2,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181158978,T,5000,5250,Y,A,5
3,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181158979,T,3720,3900,Y,A,5
4,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181158983,T,1830,2010,Y,A,10
5,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181158985,T,1840,2020,Y,A,10
6,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181158975,T,2600,2730,Y,A,5
7,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181158976,T,2600,2730,Y,A,5
8,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181158977,T,870,950,Y,A,10
9,2024-01-02,CM127,CM127,CM127,CM127,CM127,5,12.874,15.4331,327,0,0,12181159113,R,800,880,Y,A,10
10,2024-01-02,CM97,CM127,0,0,CM97,3,8.9764,11.9685,228,0,0,12181159205,T,4000,4200,Y,A,5
11,2024-01-02,KB120,0,0,CM100,CM100,3,10.2362,34.6457,85,90,85,12181159199,A,15000,15300,N,Y,2
12,2024-01-02,KB160,0,0,CM127,KB120,3,22.2441,50.0394,130,305,130,12181158645,A,2380,2490,X,Y,5
13,2024-01-02,KB160,0,0,CM147,KB160,3,27.5591,47.2441,700,0,0,12181157826,X,2500,2620,Y,Y,5
14,2024-01-02,KB160,CM127,0,0,KB160,3,6.8898,0.0,175,0,0,12181159108,U,1200,1320,Y,A,10
15,2024-01-02,KB160,CM127,0,0,KB160,3,7.4016,12.2047,188,0,0,12181159096,R,800,880,Y,A,10
16,2024-01-02,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181159098,U,840,920,Y,A,10
17,2024-01-02,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181159100,U,770,840,Y,A,10
18,2024-01-02,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181159101,U,880,960,Y,A,10
19,2024-01-02,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181159103,V,400,440,Y,A,10
20,2024-01-02,KB160,CM127,CM127,CM127,KB160,5,7.0472,0.0,179,0,0,12181159096,U,800,880,Y,A,10
21,2024-01-02,KB160,CM127,CM127,CM127,KB160,5,8.4646,51.9685,215,0,0,12181159106,V,1200,1320,Y,A,10
22,2024-01-02,KB160,CM197,0,0,CM197,3,23.5433,51.811,154,290,154,12181158980,A,1400,1540,N,Y,10
23,2024-01-02,KB230,0,0,CM147,KB230,3,27.5591,47.2441,700,0,0,12181156993,X,3000,3150,Y,Y,5
24,2024-01-02,KB230,CM127,0,0,KB230,3,0.0,0.0,0,0,0,12181159091,W,1000,1100,Y,A,10
25,2024-01-02,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181158978,A,5000,5250,N,Y,5
26,2024-01-02,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181158979,A,3720,3900,N,Y,5
27,2024-01-02,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181158983,A,1830,2010,N,Y,10
28,2024-01-02,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181158985,A,1840,2020,N,Y,10
29,2024-01-02,KB230,CM127,CM127,CM127,KB160,5,23.7008,52.0472,156,290,156,12181158984,A,500,550,N,A,10
30,2024-01-02,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181158975,A,2600,2730,N,Y,5
31,2024-01-02,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181158976,A,2600,2730,N,Y,5
32,2024-01-02,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181158977,A,870,950,N,A,10
33,2024-01-02,KB230,CM147,0,0,CM147,3,6.9291,51.3386,176,0,0,12181159116,V,800,880,Y,A,10
34,2024-01-02,KB230,CM147,0,0,CM147,3,8.0709,50.4724,205,0,0,12181159117,V,800,880,Y,A,10
35,2024-01-02,KI128,CM112,0,0,CM112,3,26.5748,71.2598,153,369,153,12181159295,A,1000,1100,N,Y,10
36,2024-01-02,KI158,CM112,0,0,KB120,3,15.0,44.2126,113,155,113,12181159149,A,3000,3150,N,Y,5
37,2024-01-02,KL205,0,0,CM197,KL205,3,41.9685,34.685,1066,0,0,12181156991,G,2000,2200,Y,Y,10
38,2024-01-02,KS121,CM127,0,0,KB120,3,15.4331,57.5984,130,132,130,12181159103,E,400,440,N,Y,10
39,2024-01-02,KS121,CM127,0,0,KB120,3,19.4094,54.4488,135,223,135,12181159106,E,1200,1320,W,A,10
40,2024-01-02,KS121,CM127,CM127,CM127,KB120,5,17.0472,56.6929,104,225,104,12181159279,E,2000,2200,N,Y,10
41,2024-01-02,KS121,CM127,CM127,CM127,KB120,5,17.3228,56.6929,107,226,107,12181158627,A,2400,2520,N,Y,5
42,2024-01-02,KS121,CM127,CM127,CM127,KB120,5,17.3228,56.6929,107,226,107,12181159241,A,350,380,N,Y,10
43,2024-01-02,KS121,CM127,CM127,CM127,KB120,5,21.7717,47.6378,94,365,94,12181159248,E,400,440,N,Y,10
44,2024-01-02,KS121,CM127,CM127,CM127,KB120,5,21.7717,47.6378,94,365,94,12181159273,E,400,440,N,Y,10
45,2024-01-02,KS121,CM127,CM127,CM127,KB120,5,21.7717,47.6378,94,365,94,12181159275,E,10400,10600,N,Y,2
46,2024-01-02,KS121,CM127,CM127,CM127,KB120,5,21.7717,47.6378,94,365,94,12181159276,E,400,440,N,Y,10
47,2024-01-02,KS161,CM112,CM112,CM112,KB120,5,23.3858,54.3307,141,312,141,12181155307,A,2600,2730,N,A,5
48,2024-01-02,KS161,CM112,CM112,CM112,KB120,5,23.3858,54.3307,141,312,141,12181155654,A,1040,1140,N,Y,10
49,2024-01-02,KS161,CM127,0,0,KB120,3,13.9764,36.2992,67,221,67,12181158641,A,5180,5430,N,Y,5
50,2024-01-02,KS161,CM127,0,0,KB120,3,20.5906,49.6063,148,227,148,12181159290,A,1000,1100,N,Y,10
51,2024-01-02,KS161,CM127,0,0,KB120,3,33.189,72.8346,188,467,188,12181159293,A,600,660,N,Y,10
52,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,16.6535,58.2677,119,185,119,12181159281,E,5200,5460,N,Y,5
53,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,16.9291,58.2677,122,186,122,12181159257,A,2800,2940,N,Y,5
54,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,16.9291,58.2677,122,186,122,12181159272,A,1200,1320,N,Y,10
55,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,17.9134,59.8425,125,205,125,12181159256,A,2000,2200,N,Y,10
56,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,17.9134,59.8425,125,205,125,12181159267,A,10800,11010,N,Y,2
57,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,17.9134,59.8425,125,205,125,12181159268,A,6400,6720,N,Y,5
58,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,17.9134,59.8425,125,205,125,12181159270,A,400,440,N,Y,10
59,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,20.1969,53.1496,122,269,122,12181159243,E,1200,1320,N,Y,10
60,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,20.5906,59.4488,129,265,129,12181159259,E,400,440,N,Y,10
61,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,20.5906,59.4488,129,265,129,12181159260,E,400,440,N,Y,10
62,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,20.5906,59.4488,129,265,129,12181159277,E,1200,1320,N,Y,10
63,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,20.5906,59.4488,129,265,129,12181159278,E,1200,1320,N,Y,10
64,2024-01-02,KS161,CM127,CM127,CM127,KB160,5,21.378,48.0315,139,265,139,12181159283,E,400,440,N,Y,10
65,2024-01-02,KS161,CM147,0,0,KB160,3,17.9921,52.5197,122,213,122,12181159117,E,800,880,N,Y,10
66,2024-01-02,KS161,CM147,CM147,CM147,KB160,5,18.0315,59.8425,122,214,122,12181159265,E,1600,1760,N,Y,10
67,2024-01-02,KS161,CM147,CM147,CM147,KB160,5,20.5906,54.3307,122,279,122,12181159254,E,400,440,N,Y,10
68,2024-01-02,KS161,CM147,CM147,CM147,KB160,5,20.8661,54.3307,125,280,125,12181159261,A,2400,2520,N,Y,5
69,2024-01-02,KS161,CM147,CM147,CM147,KB160,5,20.8661,54.3307,125,280,125,12181159264,A,23600,24070,N,Y,2
70,2024-01-02,KS161,CM147,CM147,CM147,KB160,5,22.7559,54.3307,122,334,122,12181159262,E,1600,1760,N,Y,10
71,2024-01-02,KS161,CM147,CM147,CM147,KB160,5,23.0315,54.3307,125,335,125,12181159269,A,6000,6300,N,Y,5
72,2024-01-02,KS161,CM147,CM147,CM147,KB230,5,22.3622,57.0866,137,294,137,12181159286,E,5600,5880,N,Y,5
73,2024-01-02,KS161,CM147,CM147,CM147,KB230,5,22.3622,57.0866,137,294,137,12181159287,E,7200,7560,N,Y,5
74,2024-01-02,KS161,CM147,CM147,CM147,KB230,5,25.1181,54.7244,131,376,131,12181159285,E,2000,2200,N,Y,10
75,2024-01-02,KS231,CM112,CM112,CM112,KB160,5,18.8189,51.1811,120,238,120,12181158643,A,2570,2690,N,Y,5
76,2024-01-02,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181157868,A,820,900,N,Y,10
77,2024-01-02,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181157874,A,820,900,N,Y,10
78,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,15.5512,35.8268,80,235,80,12181158075,A,1650,1810,N,Y,10
79,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181159098,E,840,920,N,Y,10
80,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181159100,E,770,840,N,Y,10
81,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181159101,E,880,960,N,Y,10
82,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,17.3228,46.8504,100,240,100,12181158032,A,2590,2720,N,Y,5
83,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181158102,A,880,960,X,Y,10
84,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,19.6063,53.1496,122,254,122,12181159246,E,2400,2520,N,Y,5
85,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,20.7874,45.2756,99,330,99,12181159244,E,400,440,N,Y,10
86,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,20.7874,45.2756,99,330,99,12181158621,E,800,880,X,Y,10
87,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,21.063,44.4882,125,285,125,12181159252,A,16400,16720,N,Y,2
88,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,21.063,44.4882,125,285,125,12181159253,A,15200,15500,N,Y,2
89,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,24.2126,61.0236,140,335,140,12181159239,A,7200,7560,N,Y,5
90,2024-01-02,KS231,CM127,CM127,CM127,KB160,5,24.2126,61.0236,140,335,140,12181159240,A,5200,5460,N,Y,5
91,2024-01-02,KS231,CM127,CM127,CM127,KB230,5,15.6693,45.6693,117,164,117,12181159091,A,1000,1100,N,Y,10
92,2024-01-02,KS231,CM127,CM127,CM127,KB230,5,20.3937,62.2047,162,194,162,12181159108,E,1200,1320,N,Y,10
93,2024-01-02,KS231,CM127,CM127,CM127,KB230,5,22.7559,49.2126,132,314,132,12181159280,E,4000,4200,N,Y,5
94,2024-01-02,KS231,CM147,0,0,KB230,3,17.7165,53.0709,133,184,133,12181159116,E,800,880,N,Y,10
95,2024-01-02,KS231,CM147,CM127,CM127,KB230,5,18.7795,52.2835,128,221,128,12181155655,A,1040,1140,N,A,10
96,2024-01-02,KS231,CM147,CM147,CM147,KB160,5,20.5906,43.7008,119,285,119,12181159249,E,6800,7140,N,Y,5
97,2024-01-02,KS231,CM147,CM147,CM147,KB230,5,17.7165,44.4882,117,216,117,12181158659,A,6980,7320,N,Y,5
98,2024-01-02,KS231,CM147,CM147,CM147,KB230,5,19.685,60.6299,172,156,172,12181159113,A,400,440,N,A,10
99,2024-01-02,KS231,CM147,CM147,CM147,KB230,5,24.3307,57.4803,132,354,132,12181159266,E,800,880,N,A,10
100,2024-01-02,KS231,CM197,0,0,KB230,3,13.7402,40.5512,91,167,91,12181158054,A,1880,2060,W,Y,10
101,2024-01-02,KS231,CM197,0,0,KB230,3,15.2362,42.5197,100,187,100,12181159096,A,800,880,N,Y,10
102,2024-01-02,KS231,CM197,0,0,KB230,3,19.2126,39.3701,104,280,104,12181158095,A,1240,1360,X,Y,10
103,2024-01-02,KS231,CM197,0,0,KB230,3,30.1181,59.0551,173,419,173,12181159291,A,2000,2200,N,Y,10
104,2024-01-02,KS231,CM197,0,0,KB230,3,30.1181,59.0551,173,419,173,12181159292,A,1500,1650,N,Y,10
105,2024-01-02,KS231,CM197,CM197,CM197,KB160,5,18.1102,47.2441,135,190,135,12181158655,A,2840,2980,N,A,5
106,2024-01-03,CM127,CM127,CM127,CM127,CM127,5,0.0,0.0,0,0,0,12181159131,W,17280,17620,Y,A,2
107,2024-01-03,CM127,CM127,CM127,CM127,CM127,5,0.0,0.0,0,0,0,12181159132,W,17280,17620,Y,A,2
108,2024-01-03,CM127,CM127,CM127,CM127,CM127,5,12.4803,15.4331,317,0,0,12181159226,R,4800,5040,Y,A,5
109,2024-01-03,CM127,CM127,CM127,CM127,CM127,5,12.874,15.4331,327,0,0,12181159213,R,4800,5040,Y,A,5
110,2024-01-03,CM97,CM127,0,0,CM97,3,10.0394,0.0,255,0,0,12181159189,U,600,660,N,Y,10
111,2024-01-03,KAC125,0,0,CM127,KB120,3,33.1102,57.0866,841,0,0,12181159193,G,1875,2060,Y,Y,10
112,2024-01-03,KAC125,CM112,0,0,KB120,3,26.1024,47.126,663,0,0,12181159188,G,8333,8750,Y,Y,5
113,2024-01-03,KB120,0,0,CM127,KB120,3,27.9921,43.2677,711,0,0,12181157827,S,1500,1650,Y,Y,10
114,2024-01-03,KB120,0,0,CME100,CME100,3,28.3858,47.2441,721,0,0,12181159196,G,2250,2360,Y,Y,5
115,2024-01-03,KB120,0,0,CME100,CME100,3,33.1102,57.0866,841,0,0,12181159197,G,750,820,Y,A,10
116,2024-01-03,KB160,0,0,CM127,KB120,3,22.2441,50.0394,130,305,130,12181158644,A,2820,2960,X,Y,5
117,2024-01-03,KB160,CM127,0,0,CM97,3,6.9291,0.0,176,0,0,12181158313,U,940,1030,Y,A,10
118,2024-01-03,KB160,CM127,0,0,CM97,3,6.9291,0.0,176,0,0,12181158336,U,880,960,Y,A,10
119,2024-01-03,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181158350,W,1750,1920,Y,A,10
120,2024-01-03,KB160,CM127,0,0,KB160,3,5.7087,0.0,145,0,0,12181158326,U,10890,11100,Y,A,2
121,2024-01-03,KB160,CM127,0,0,KB160,3,5.7087,0.0,145,0,0,12181158348,U,3570,3740,Y,A,5
122,2024-01-03,KB160,CM127,0,0,KB160,3,6.8898,0.0,175,0,0,12181158352,U,1410,1550,Y,A,10
123,2024-01-03,KB160,CM127,0,0,KB160,3,7.9921,15.1575,203,0,0,12181157862,R,760,830,Y,A,10
124,2024-01-03,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181158343,U,5830,6120,Y,A,5
125,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,4.9213,54.7244,125,0,0,12181159228,V,3200,3360,Y,A,5
126,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181158286,V,3200,3360,Y,A,5
127,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181159227,V,4000,4200,Y,A,5
128,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,8.4646,51.9685,215,0,0,12181159221,V,400,440,Y,A,10
129,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,8.6614,57.4803,220,0,0,12181158633,V,800,880,Y,A,10
130,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,10.6299,0.0,270,0,0,12181158273,U,12400,12640,Y,A,2
131,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,16.5748,57.6378,126,169,126,12181159251,A,1550,1700,N,Y,10
132,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,21.7717,54.1732,129,295,129,12181159238,A,5000,5250,N,Y,5
133,2024-01-03,KB160,CM127,CM127,CM127,KB160,5,21.7717,54.1732,129,295,129,12181159255,A,1480,1620,N,Y,10
134,2024-01-03,KB230,CM127,CM127,CM127,KB230,5,21.2598,57.0866,135,270,135,12181159190,A,3300,3460,N,Y,5
135,2024-01-03,KB230,CM127,CM127,CM127,KB230,5,24.0551,58.0315,128,355,128,12181159192,A,3800,3990,N,Y,5
136,2024-01-03,KB230,CM147,0,0,CM147,3,6.9291,51.3386,176,0,0,12181158312,V,2400,2520,Y,A,5
137,2024-01-03,KB230,CM147,0,0,CM147,3,8.0709,49.1339,205,0,0,12181158265,V,2400,2520,Y,A,5
138,2024-01-03,KB230,CM147,0,0,CM147,3,8.0709,49.1339,205,0,0,12181158266,V,2400,2520,Y,A,5
139,2024-01-03,KB230,CM147,0,0,CM147,3,9.0551,51.3386,230,0,0,12181158270,V,2400,2520,Y,A,5
140,2024-01-03,KB230,CM147,CM147,CM147,KB230,5,15.9449,44.0945,110,185,110,12181158654,A,6910,7250,N,A,5
141,2024-01-03,KI188,CM147,0,0,CM197,3,16.063,57.6772,138,132,138,12181159131,A,17280,17620,N,Y,2
142,2024-01-03,KI188,CM147,0,0,CM197,3,16.063,57.6772,138,132,138,12181159132,A,17280,17620,N,Y,2
143,2024-01-03,KS121,CM127,0,0,KB120,3,12.4016,34.4094,61,193,61,12181158648,A,1340,1470,N,Y,10
144,2024-01-03,KS121,CM127,0,0,KB120,3,15.2362,57.2047,127,133,127,12181159228,E,3200,3360,W,Y,5
145,2024-01-03,KS121,CM127,0,0,KB120,3,15.4331,57.5984,130,132,130,12181159227,E,4000,4200,W,A,5
146,2024-01-03,KS121,CM127,0,0,KB120,3,15.4724,57.5984,130,133,130,12181158286,E,3200,3360,W,Y,5
147,2024-01-03,KS121,CM127,0,0,KB120,3,19.4094,54.4488,135,223,135,12181159221,E,400,440,W,Y,10
148,2024-01-03,KS121,CM127,CM127,CM127,KB120,5,18.0315,46.8504,94,270,94,12181158255,E,1600,1760,N,Y,10
149,2024-01-03,KS121,CM127,CM127,CM127,KB120,5,18.0315,46.8504,94,270,94,12181158295,E,1200,1320,N,A,10
150,2024-01-03,KS161,CM112,0,0,KB160,3,19.7244,50.1575,108,285,108,12181158656,A,1040,1140,N,Y,10
151,2024-01-03,KS161,CM112,CM112,CM112,KB120,5,23.3858,54.3307,141,312,141,12181155656,A,1560,1710,N,Y,10
152,2024-01-03,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181158296,E,7200,7560,N,Y,5
153,2024-01-03,KS161,CM127,CM127,CM127,KB160,5,16.4567,46.8504,107,204,107,12181158282,E,2400,2520,N,Y,5
154,2024-01-03,KS161,CM127,CM127,CM127,KB160,5,16.6535,58.2677,119,185,119,12181158632,E,2800,2940,N,Y,5
155,2024-01-03,KS161,CM127,CM127,CM127,KB160,5,17.2441,53.937,127,184,127,12181158264,E,1600,1760,N,Y,10
156,2024-01-03,KS161,CM127,CM127,CM127,KB160,5,18.2283,61.0236,129,205,129,12181159288,E,16000,16320,N,Y,2
157,2024-01-03,KS161,CM127,CM127,CM127,KB160,5,20.0,48.9764,122,264,122,12181158267,E,7200,7560,N,Y,5
158,2024-01-03,KS161,CM127,CM127,CM127,KB160,5,21.378,48.0315,139,265,139,12181158635,E,1600,1760,N,Y,10
159,2024-01-03,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181158265,E,2400,2520,N,Y,5
160,2024-01-03,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181158266,E,2400,2520,X,Y,5
161,2024-01-03,KS161,CM147,0,0,KB230,3,15.9843,57.7953,120,166,120,12181158252,E,4120,4320,W,Y,5
162,2024-01-03,KS161,CM147,CM127,CM127,CM147,5,19.9606,57.0079,133,241,133,12181155429,A,3120,3270,N,Y,5
163,2024-01-03,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181158298,E,4000,4200,N,Y,5
164,2024-01-03,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181158276,A,4400,4620,N,Y,5
165,2024-01-03,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181158277,A,4800,5040,N,Y,5
166,2024-01-03,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181158292,A,2800,2940,N,Y,5
167,2024-01-03,KS231,0,0,CM197,KB230,3,42.0079,34.6063,1067,0,0,12181157825,G,5000,5250,Y,A,5
168,2024-01-03,KS231,CM127,0,0,KB160,3,13.7795,36.2992,67,216,67,12181158642,A,1720,1890,N,Y,10
169,2024-01-03,KS231,CM127,0,0,KB160,3,21.6142,51.9291,109,331,109,12181158308,E,29600,30190,N,Y,2
170,2024-01-03,KS231,CM127,0,0,KB230,3,16.811,41.4961,120,187,120,12181158313,A,940,1030,N,Y,10
171,2024-01-03,KS231,CM127,0,0,KB230,3,16.811,41.4961,120,187,120,12181158336,A,880,960,X,Y,10
172,2024-01-03,KS231,CM127,0,0,KB230,3,20.1575,49.5669,107,298,107,12181157862,A,760,830,X,Y,10
173,2024-01-03,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181157867,A,1680,1840,N,Y,10
174,2024-01-03,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181157869,A,820,900,N,Y,10
175,2024-01-03,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181157870,A,820,900,X,Y,10
176,2024-01-03,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181157871,A,1680,1840,X,Y,10
177,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181158326,E,3630,3810,N,Y,5
178,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181158348,E,1190,1300,N,Y,10
179,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,14.3701,38.7402,105,155,105,12181158350,A,1750,1920,N,Y,10
180,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,14.5669,35.4331,90,190,90,12181158352,A,1410,1550,N,Y,10
181,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,15.2362,47.0079,106,175,106,12181158094,A,1730,1900,N,Y,10
182,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181158343,E,5830,6120,N,Y,5
183,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181158044,A,1160,1270,N,Y,10
184,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,16.9685,39.9213,118,195,118,12181158041,A,1240,1360,N,Y,10
185,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,16.9685,39.9213,118,195,118,12181158042,A,1240,1360,N,Y,10
186,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.126,46.8504,120,195,120,12181158070,A,840,920,N,Y,10
187,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181158084,A,3740,3920,N,Y,5
188,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181158057,A,1230,1350,X,Y,10
189,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181158058,A,2440,2560,X,Y,5
190,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.3228,46.8504,100,240,100,12181158078,A,1060,1160,N,Y,10
191,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.3228,46.8504,100,240,100,12181158079,A,2170,2270,N,Y,5
192,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.3228,46.8504,100,240,100,12181158080,A,2170,2270,N,Y,5
193,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.9134,49.6063,102,251,102,12181158033,A,1300,1430,N,Y,10
194,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,17.9921,41.4961,106,245,106,12181158031,A,1460,1600,N,Y,10
195,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181158048,A,1260,1380,N,Y,10
196,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181158047,A,2590,2720,X,Y,5
197,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,20.7874,49.6063,99,330,99,12181158280,E,1200,1320,X,A,10
198,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,21.5748,58.6614,132,284,132,12181158273,E,12400,12640,N,Y,2
199,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,21.9685,60.2362,162,234,162,12181158633,E,800,880,N,Y,10
200,2024-01-03,KS231,CM127,CM127,CM127,KB160,5,22.5591,49.3701,124,325,124,12181158249,E,20400,20800,N,Y,2
201,2024-01-03,KS231,CM127,CM127,CM127,KB230,5,16.2598,44.0945,87,239,87,12181158096,A,5040,5290,N,Y,5
202,2024-01-03,KS231,CM127,CM127,CM127,KB230,5,17.3228,39.7638,97,246,97,12181158314,A,4630,4860,N,Y,5
203,2024-01-03,KS231,CM127,CM127,CM127,KB230,5,17.3228,39.7638,97,246,97,12181158315,A,770,840,N,Y,10
204,2024-01-03,KS231,CM127,CM127,CM127,KB230,5,17.7165,40.1575,100,250,100,12181158316,A,3280,3440,N,Y,5
205,2024-01-03,KS231,CM127,CM127,CM127,KB230,5,20.0394,48.4252,135,239,135,12181158338,A,2160,2260,N,Y,5
206,2024-01-03,KS231,CM147,0,0,KB230,3,17.7165,53.0709,133,184,133,12181158312,E,2400,2520,N,Y,5
207,2024-01-03,KS231,CM147,0,0,KB230,3,20.1181,53.0709,137,237,137,12181158270,A,2400,2520,N,Y,5
208,2024-01-03,KS231,CM147,CM147,CM147,KB230,5,16.3386,52.5984,137,141,137,12181159189,A,600,660,N,Y,10
209,2024-01-03,KS231,CM147,CM147,CM147,KB230,5,19.2913,59.8425,167,156,167,12181159226,A,2400,2520,N,Y,5
210,2024-01-03,KS231,CM147,CM147,CM147,KB230,5,19.685,60.6299,172,156,172,12181159213,A,2400,2520,N,Y,5
211,2024-01-03,KS231,CM197,0,0,KB230,3,13.4252,42.126,97,147,97,12181158355,A,400,440,N,Y,10
