5/6/2023,KB160,CM127,,,KB120,3,584,1328,112,360,112,12181126596,E,"3,600","3,780","3,698",FALSE,N,Y,FALSE,"3,780",0,5,2/5/2023,14:23:20
5/11/2023,KB160,CM127,,,KB120,3,576,1327,112,352,112,12181127358,E,800,960,900,FALSE,N,Y,FALSE,960,0,20,9/5/2023,10:31:17
6/1/2023,KB160,CM127,,,KB120,3,486,1191,119,248,119,12181130318,E,500,600,700,FALSE,N,Y,FALSE,600,0,20,30/05/23,8:47:16
8/9/2023,KB160,CM127,,,KB120,3,490,1183,122,246,122,12181139873,E,"1,000","1,200",0,FALSE,N,A,FALSE,"1,200",0,20,7/8/2023,10:35:46
